"SomaSeqid","TargetFullName","Target","UniProt","EntrezGeneSymbol","n_dis","beta_dis","se_dis","p_dis","padj_dis","n_rep","beta_rep","se_rep","p_rep","padj_rep","n_meta","beta_meta","se_meta","p_meta","padj_meta"
"X19483.16","3-ketodihydrosphingosine reductase","KDSR","Q06136","KDSR",328,-0.0374380694970551,0.00945203643549382,9.22806436440565e-05,0.000462586303395206,297,0.00598909769377564,0.0206744586524221,0.772262893412565,0.930040770460964,625,-0.0299,0.0086,0.000501187233627273,0.00181448341063207
"X15435.4","Purine nucleoside phosphorylase","PNP","P00491","PNP",332,-0.101709265053042,0.0256903028006785,9.27065852113511e-05,0.000464180469143214,297,-0.0120937885243331,0.0628632871244614,0.847576882447261,0.953273791626579,629,-0.0889,0.0238,0.000186208713666287,0.000785180075959509
"X19173.5","AN1-type zinc finger protein 1","ZFAN1","Q8TCF1","ZFAND1",332,-0.0918950882355215,0.0232372514904989,9.43508246981474e-05,0.000471863833752014,297,-0.0375407934065252,0.0552499971476354,0.497379325624713,0.792306844263663,629,-0.0837,0.0214,9.3325430079699e-05,0.000434878304195867
"X18899.82","Hepatoma-derived growth factor-related protein 3","HDGR3","Q9Y3E1","HDGFL3",330,0.0927589575710959,0.0234801031312656,9.60300545125546e-05,0.00047970413990534,297,0.0739104009220341,0.0285297780498794,0.0100623474714412,0.0978424925538822,627,0.0851,0.0181,2.63026799189538e-06,2.09495974687816e-05
"X3170.6","Methionine aminopeptidase 2","AMPM2","P50579","METAP2",332,-0.0687502153030992,0.0174076242961219,9.63317141902567e-05,0.000480652787392453,297,-0.0266514451085008,0.044867247812633,0.552969122748124,0.826379498589187,629,-0.0632,0.0162,9.77237220955811e-05,0.000452432431359628
"X17436.193","Casein kinase I isoform gamma-2","CSNK1G2","P78368","CSNK1G2",332,-0.104992648060798,0.0265868317426814,9.6479244428328e-05,0.000480831089555317,297,0.0231177421355231,0.0211013010091802,0.274177239042036,0.601603452061563,629,-0.0264,0.0165,0.109647819614319,0.173892062006336
"X10043.31","Bromodomain-containing protein 4","BRD4","O60885","BRD4",332,0.0418914176102311,0.0106124201136702,9.71158379181237e-05,0.000483443540377141,297,0.0506222114249501,0.0145822806140413,0.000596083665180432,0.0219528059044312,629,0.0449,0.0086,1.65958690743756e-07,2.01635121155055e-06
"X11456.2","Melanoma-associated antigen B10","MAGBA","Q96LZ2","MAGEB10",331,-0.043180363583534,0.0109395572619697,9.72612609298546e-05,0.000483607726311335,297,-0.0204867122022561,0.0171639375699383,0.233610349926842,0.561003972660719,628,-0.0366,0.0092,7.24435960074991e-05,0.000352865126192813
"X12332.7","Eukaryotic elongation factor 2 kinase","EF2K","O00418","EEF2K",325,-0.0573532353403756,0.0145382946466818,9.84923544357221e-05,0.000489163529362634,297,-0.00383735320268484,0.0292590403006959,0.895746459002933,0.970770473770964,622,-0.0468,0.013,0.000331131121482591,0.00128190364851181
"X12409.90","Ras-related protein Rab-7b","RAB7B","Q96AH8","RAB7B",329,0.0395111567319047,0.0100277283488453,0.000100127332210888,0.000496325867619998,297,0.00418579212506531,0.0173862111818115,0.809915660316485,0.944535589756291,626,0.0307,0.0087,0.000407380277804113,0.00152227851853648
"X6359.50","Protein O-linked-mannose beta-1,4-N-acetylglucosaminyltransferase 2","AGO61","Q8NAT1","POMGNT2",325,-0.0679035441892876,0.0172311751758215,0.000100165276236726,0.000496325867619998,297,0.0578044471102291,0.032112969510819,0.0728908280198446,0.305646226042848,622,-0.0398,0.0152,0.0087096358995608,0.0205036365648665
"X12553.5","Serine/threonine-protein kinase VRK1","VRK1","Q99986","VRK1",331,0.0488540363680835,0.0124080226663353,0.000101159234110486,0.00050067418401519,297,0.0307731749927399,0.0167163214256892,0.0666532533276759,0.290157532957828,628,0.0424,0.01,2.04173794466953e-05,0.000118990716802488
"X13511.29","DNA-binding protein SATB1","SATB1","Q01826","SATB1",332,0.0497189916976987,0.0126309188881854,0.000101499680307245,0.000501781752875242,297,0.0560762997413851,0.0159095368949559,0.000492249815782361,0.0214216584076728,629,0.0522,0.0099,1.31825673855641e-07,1.66759477427386e-06
"X18189.12","Vacuolar protein-sorting-associated protein 25","VPS25","Q9BRG1","VPS25",332,-0.0903987982217618,0.0229709624484715,0.000101879976588017,0.000503083558329576,297,-0.0197462266792426,0.0518149831653751,0.703413758299951,0.903368938324303,629,-0.0788,0.021,0.000173780082874938,0.000740027857866442
"X8834.58","Calnexin","Calnexin","P27824","CANX",330,0.0340149249251303,0.00864426793121503,0.000102161289295433,0.000503894157407864,297,-0.00500848587379699,0.0118052033090978,0.671689041509159,0.893024595836443,627,0.0204,0.007,0.00346736850452532,0.00937934084148641
"X13644.30","Hepatocyte growth factor-regulated tyrosine kinase substrate","HGS","O14964","HGS",332,-0.149490475958528,0.0379966963805191,0.000102305231310926,0.000504026116687621,297,0.0122365737898628,0.0421344711699627,0.771703964018192,0.930040770460964,629,-0.077,0.0282,0.00645654229034656,0.015823127288194
"X3421.54","Tumor necrosis factor ligand superfamily member 8","CD30 Ligand","P32971","TNFSF8",332,0.0489024633006022,0.0124448075529685,0.000104253814173561,0.000513038506590945,297,0.0774366743794431,0.0175663744087923,1.46768569807201e-05,0.00462764256665308,629,0.0584,0.0102,8.7096358995608e-09,1.72627391723553e-07
"X12655.30","Beta-soluble NSF attachment protein","SNAB","Q9H115","NAPB",329,-0.0224329449000398,0.00571210054296795,0.000105395948986897,0.000518066258963022,297,0.00966215301561631,0.0133052520460926,0.468305424283783,0.772012889936585,626,-0.0174,0.0052,0.000891250938133746,0.0029623417966872
"X3800.71","Creatine kinase B-type","CK-BB","P12277","CKB",330,0.0669562783898249,0.0170652777464109,0.000106897993141457,0.000524849621576948,297,0.0573174906451998,0.0315854987863099,0.0706030356880634,0.300955060945848,627,0.0648,0.015,1.58489319246111e-05,9.56048474162027e-05
"X11383.41","Keratin, type II cytoskeletal 7","Keratin 7","P08729","KRT7",319,0.0639378821086158,0.0162941809903125,0.000107467995511013,0.000527046577756975,297,0.106066772609104,0.0381481971014178,0.0057833883486238,0.0720995747461767,616,0.0704,0.015,2.57039578276886e-06,2.05870991837782e-05
"X11546.7","Cytoglobin","CYGB","Q8WWM9","CYGB",325,0.0456608407695197,0.0116455092892788,0.000108360266518338,0.000530817205347804,297,0.0289485181518382,0.0343282870878384,0.399761877782212,0.7230125673279,622,0.0439,0.011,6.76082975391982e-05,0.000333849928491494
"X10010.10","Beclin-1","BECN1","Q14457","BECN1",328,0.0288487694582949,0.00735994933127061,0.00010867076849997,0.000531732622660263,297,-0.00399540034536024,0.0176248040118059,0.820822484089808,0.948001477999534,625,0.024,0.0068,0.000416869383470336,0.00155234218035144
"X2831.29","Kallikrein-11","Kallikrein 11","Q9UBX7","KLK11",332,0.0682548832912957,0.0174224951815782,0.00010929423552691,0.000533822577629187,297,0.0560229146617086,0.018388883706041,0.00252696762088617,0.0489697915941567,629,0.0625,0.0126,7.76247116628691e-07,7.33766779916484e-06
"X17738.7","Cornulin","CRNN","Q9UBG3","CRNN",325,-0.0535181615129343,0.0136578873793853,0.000109400774728423,0.000533822577629187,297,0.0470967141714406,0.0427467598378032,0.271476000649075,0.600289332599259,622,-0.0442,0.013,0.000676082975391982,0.00233560873667543
"X2855.49","Mitogen-activated protein kinase 3","ERK-1","P27361","MAPK3",332,-0.0835635824112056,0.0213323529419198,0.000109470242610775,0.000533822577629187,297,-0.010544900453605,0.0462879580938317,0.819953250253493,0.947792287964609,629,-0.0708,0.0194,0.000257039578276886,0.00102935495918891
"X5651.50","Putative pregnancy-specific beta-1-glycoprotein 7","PSG7","Q13046","PSG7",324,0.0446931277363078,0.0114134736040226,0.000110626455647955,0.000538849813977185,297,0.0513766341261466,0.0661582031318841,0.438041847229774,0.754210562424042,621,0.0449,0.0112,6.60693448007596e-05,0.000327755769305729
"X2640.3","Macrophage-stimulating protein receptor","MSP R","Q04912","MST1R",330,0.0612945800071837,0.0156632277340069,0.000111326346379996,0.000541645492964211,297,0.0612224487842511,0.0204283809143619,0.00296216229840421,0.0516344757800611,627,0.0613,0.0124,8.31763771102671e-07,7.79393459588799e-06
"X17721.82","Growth arrest-specific protein 7","GAS7","O60861","GAS7",329,0.0380485748146786,0.009723987476357,0.000111580427342465,0.000542035032440791,297,-0.00348026804908327,0.0196518887822225,0.859556295981944,0.959499514409121,626,0.0299,0.0087,0.000602559586074357,0.00213125722015281
"X9172.69","Neutrophil collagenase","MMP-8","P22894","MMP8",331,0.151200956716991,0.0386468852213055,0.0001116584605307,0.000542035032440791,297,0.0801021428928384,0.0489399800573965,0.102765265204459,0.371735412652967,628,0.1239,0.0303,4.36515832240166e-05,0.000225655600296268
"X3888.8","Inhibitor of growth protein 1","ING1","Q9UK53","ING1",332,-0.0510688736302418,0.0130549663770134,0.000111827612545031,0.000542244150570663,297,0.0123598166456798,0.0306294019460642,0.68685630307096,0.900857701062011,629,-0.0413,0.012,0.000575439937337157,0.00204373837364749
"X6507.16","Neural cell adhesion molecule 2","NCAM2","O15394","NCAM2",327,-0.0924186569947474,0.0236243296162403,0.000112092230106048,0.000542915182078955,297,-0.0379958772542144,0.0242764416025639,0.11863833753349,0.399673612054984,624,-0.0659,0.0169,9.77237220955811e-05,0.000452432431359628
"X11458.30","Poly(rC)-binding protein 1","PCBP1","Q15365","PCBP1",332,-0.0744676246312339,0.0190446468613934,0.000112569992138457,0.000544615901223289,297,0.00243983707921722,0.0442257901387033,0.956042682909646,0.986556573805684,629,-0.0624,0.0175,0.000354813389233575,0.00135649101074987
"X7867.154","Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1","SIA7A","Q9NSC7","ST6GALNAC1",329,0.0523075028321265,0.0133835552957159,0.000113588305494204,0.000548925058348957,297,0.0565820777748114,0.0230699161241927,0.0147684486735224,0.121219652184771,626,0.0534,0.0116,3.98107170553497e-06,2.967519827644e-05
"X7178.59","Protein DEPP","DEPP","Q9NTK1","DEPP1",332,-0.0992006541534275,0.0254592944573858,0.000118830448078499,0.00057361364442831,297,-0.0964925960304981,0.0385459082928997,0.0128514431092312,0.11342002334388,629,-0.0984,0.0212,3.63078054770101e-06,2.73964686590562e-05
"X12650.43","Guanine nucleotide-binding protein G(k) subunit alpha","GNAI3","P08754","GNAI3",331,-0.0488738796689882,0.0125486934463878,0.000119701510448266,0.000577170623809408,297,-0.0182730994036398,0.0164048559369578,0.266248318737628,0.594991904558992,628,-0.0376,0.01,0.000162181009735893,0.000700341890435819
"X18216.22","Interleukin-11 receptor subunit alpha","IL-11 RA","Q14626","IL11RA",330,0.0410121115760566,0.0105328153518351,0.000120241942937216,0.000579127207808472,297,-0.0313244091171253,0.0200685731643159,0.119641555014931,0.400426180340284,627,0.0254,0.0093,0.00645654229034656,0.015823127288194
"X4453.83","Leucine-rich repeat transmembrane neuronal protein 3","LRRT3","Q86VH5","LRRTM3",328,0.0536800737726951,0.013789311439542,0.000120800462367913,0.000581166430251,297,0.00748695036773501,0.0194737510359272,0.700915601088957,0.902567817248064,625,0.0383,0.0113,0.000676082975391982,0.00233560873667543
"X9372.157","Myelin protein zero-like protein 2","MPZL2","O60487","MPZL2",325,-0.0431510170515552,0.0110873630866622,0.000121483215753817,0.000583409400257524,297,0.000219282494066936,0.0268348034866909,0.993485701576295,0.999016317644205,622,-0.0368,0.0102,0.000323593656929628,0.00125952608004917
"X16852.10","Na(+)/H(+) exchange regulatory cofactor NHE-RF3","NHRF3","Q5T2W1","PDZK1",332,0.0414506611167544,0.0106537264957456,0.000121537973176178,0.000583409400257524,297,0.0282845937979444,0.0188363517162404,0.134285719317011,0.426245666998129,629,0.0383,0.0093,3.71535229097173e-05,0.000197037363791238
"X5139.32","Netrin receptor UNC5C","UNC5H3","O95185","UNC5C",324,0.104874320069987,0.0269792591630957,0.000123819290477209,0.000592896136264501,297,0.0187684858305028,0.0312116786547093,0.548089050080709,0.822533824113306,621,0.0681,0.0204,0.000851138038202377,0.00285549508760407
"X17397.8","Estradiol 17-beta-dehydrogenase 11","DHB11","Q8NBQ5","HSD17B11",331,0.0337584403542577,0.00868710286324898,0.00012386797511093,0.000592896136264501,297,0.00917054353037194,0.0204858496947125,0.654737002193811,0.88749569695417,628,0.03,0.008,0.000173780082874938,0.000740027857866442
"X6119.14","MAM domain-containing protein 2","MAMC2","Q7Z304","MAMDC2",331,0.0477936627298514,0.0122995796717283,0.000123987240035222,0.000592896136264501,297,0.0592932714975402,0.0226012323640984,0.00916328502791174,0.0933916798697829,628,0.0504,0.0108,3.01995172040202e-06,2.34032654945029e-05
"X5481.16","Ras GTPase-activating protein 1","RASA1","P20936","RASA1",330,-0.0858371572538636,0.0220900336276787,0.000124065687662881,0.000592896136264501,297,0.00383506577568583,0.0329080950099098,0.907306022459963,0.973928772866237,627,-0.058,0.0183,0.00158489319246111,0.00483448625586897
"X2704.74","Tumor necrosis factor receptor superfamily member 13B","TACI","O14836","TNFRSF13B",331,0.0512650362187106,0.0131985281139722,0.000124793004453287,0.000595583119399213,297,0.0687513291376326,0.0309543957621745,0.0271170913393346,0.172530487944494,628,0.054,0.0121,8.91250938133746e-06,5.94305470529185e-05
"X12734.112","Kinesin-like protein KIF22","KIF22","Q14807","KIF22",330,0.0471890568430369,0.012149381227166,0.000124904899720551,0.000595583119399213,297,0.0330018522163293,0.0140777692996485,0.0197377353122024,0.143641285241595,627,0.0411,0.0092,7.76247116628691e-06,5.27431097728278e-05
"X8686.342","Protein Hikeshi","HIKES","Q53FT3","HIKESHI",332,0.049843172308685,0.012834922954958,0.000125085295233647,0.000595782784938999,297,0.0321981964800065,0.0183835721404148,0.0809192231523153,0.326831732909362,629,0.0441,0.0105,2.81838293126445e-05,0.000156815847184585
"X7054.87","C-type lectin domain family 2 member D","CLC2D","Q9UHP7","CLEC2D",331,0.0506070518437022,0.0130358507304355,0.000125779145014024,0.000598424892373139,297,0.0720074666258683,0.0191391679819168,0.000203569967141048,0.0165198948806349,628,0.0574,0.0108,1e-07,1.33157894736842e-06
"X11219.95","Fibroblast growth factor-binding protein 3","FGFP3","Q8TAT2","FGFBP3",326,0.107294965221512,0.0276414206801478,0.000126389895961383,0.000600666234839678,297,0.0497785040158823,0.023043838581744,0.0315761919077893,0.187581769883152,623,0.0734,0.0177,3.38844156139203e-05,0.000183547697173137
"X9751.72","Nuclease-sensitive element-binding protein 1","NSEP1","P67809","YBX1",332,0.102299303201823,0.0263752085459908,0.000127458715226,0.000605077190051905,297,0.0396301488863723,0.0426324987262909,0.35336110318641,0.687323566093461,629,0.085,0.0224,0.000151356124843621,0.000659556933082486
"X18385.4","26S proteasome non-ATPase regulatory subunit 10","PSD10","O75832","PSMD10",332,0.0311270150614371,0.00802838550071315,0.000128209083052994,0.000607968319967946,297,0.0317078227896483,0.0203189547975711,0.119727521022461,0.400426180340284,629,0.0312,0.0075,2.95120922666638e-05,0.000162524339102332
"X9959.60","Transmembrane protein 59-like","TM59L","Q9UK28","TMEM59L",331,-0.0491368536603522,0.0126752383828115,0.000128545234263016,0.00060889102705422,297,-0.0184508350022296,0.0187168547809719,0.325056487089972,0.65979639104316,628,-0.0395,0.0105,0.000169824365246174,0.000727504576617327
"X19270.26","Tyrosine--tRNA ligase, cytoplasmic","SYYC","P54577","YARS1",332,-0.0820864864079369,0.0211806558290266,0.000129006137542813,0.000610401977526555,297,0.0336472461257608,0.0602566346058824,0.577001324480157,0.841055058139705,629,-0.0694,0.02,0.000512861383991365,0.00185051746019032
"X6342.10","Nephronectin","Nephronectin","Q6UXI9","NPNT",328,-0.0906999034541842,0.0234079974940827,0.000129717345049616,0.000612554439743506,297,-0.064970748434779,0.0189705843257212,0.000703694896071198,0.0244079979677599,625,-0.0752,0.0147,3.38844156139203e-07,3.68022402917856e-06
"X3592.4","Calcium/calmodulin-dependent protein kinase type 1","CAMK1","Q14012","CAMK1",332,-0.0511851516481157,0.0132122000844403,0.000129745895049136,0.000612554439743506,297,-0.0126365701169946,0.0137242633424991,0.357945353457439,0.691118897321064,629,-0.0326,0.0095,0.000602559586074357,0.00213125722015281
"X6899.37","Pterin-4-alpha-carbinolamine dehydratase 2","PHS2","Q9H0N5","PCBD2",331,-0.111561085428539,0.0287983315238163,0.000129928182364249,0.000612639013539853,297,-0.0379101943345662,0.0719169916919168,0.598499240174503,0.853991536450479,628,-0.1014,0.0267,0.000147910838816821,0.000645852302285427
"X14149.9","Interleukin-36 beta","IL-1F8","Q9NZH7","IL36B",332,0.049616688492221,0.0128101073385583,0.000130172419717966,0.000612639013539853,297,0.07484281004602,0.0201709671525645,0.000247831896165147,0.0175145610714196,629,0.0569,0.0108,1.44543977074593e-07,1.79159551987845e-06
"X19114.8","Thymidine kinase 2, mitochondrial","KITM","O00142","TK2",331,-0.0672973511387151,0.0173744228278486,0.000130191131917095,0.000612639013539853,297,-0.0301161473708354,0.0275924017481533,0.275971076266938,0.603125812512246,628,-0.0567,0.0147,0.000114815362149688,0.00051981144484822
"X13422.66","Ecto-NOX disulfide-thiol exchanger 2","ENOX2","Q16206","ENOX2",328,-0.0260168381454907,0.00671998362686703,0.000131342319537815,0.000617380673587041,297,0.00792106199269814,0.0154360920117381,0.608234320580348,0.857991411222065,625,-0.0206,0.0062,0.000831763771102671,0.00279267445707462
"X8845.2","A disintegrin and metalloproteinase with thrombospondin motifs 3","ATS3","O15072","ADAMTS3",332,0.0442763736810319,0.011441513407075,0.000131941796030568,0.000619521468043093,297,0.0245846100925222,0.0103572955403939,0.0182623422615787,0.137318765851486,629,0.0335,0.0077,1.31825673855641e-05,8.24102068681847e-05
"X9279.7","Immunoglobulin superfamily member 11","IGS11","Q5DX21","IGSF11",323,-0.034861071948641,0.00900743113788467,0.000132414807359903,0.000621064434520112,297,-0.0672029311909588,0.0749484728923493,0.370644151184603,0.699798285445556,620,-0.0353,0.0089,7.76247116628691e-05,0.000373867732208287
"X18187.16","Aspartoacylase","ACY2","P45381","ASPA",319,-0.0443057602156024,0.0114474957129016,0.000132698110084005,0.000621715219467653,297,-0.0545730801908061,0.0316659777870105,0.085878791215188,0.337319343394085,616,-0.0455,0.0108,2.39883291901949e-05,0.000135576614779275
"X8320.5","SAFB-like transcription modulator","SLTM","Q9NWH9","SLTM",332,0.0407483244600266,0.0105360903783121,0.000133136262855185,0.000623089299826062,297,0.00352349992396822,0.0167909981402204,0.833935819119641,0.951568475832689,629,0.0302,0.0089,0.000707945784384138,0.00243200864108321
"X19373.3","Myosin regulatory light chain 12A","MLRM","P19105","MYL12A",332,-0.0857751988889692,0.0222223417878356,0.000137174248139818,0.000641289610053649,297,0.0685656639563258,0.0553869626519981,0.216736626615638,0.542050652380326,629,-0.0644,0.0206,0.00181970085860998,0.00544265187265754
"X10752.8","Chromodomain Y-like protein 2","CDYL2","Q8N8U2","CDYL2",320,-0.0656943073587085,0.0170306456773673,0.000139483710124229,0.000650815796739701,297,-0.0582861964847615,0.0391539423526654,0.137664598802669,0.433452005454085,617,-0.0645,0.0156,3.63078054770101e-05,0.000193506655956159
"X3284.75","Biglycan","BGN","P21810","BGN",325,0.116801922530821,0.0302863804036538,0.000139514569773077,0.000650815796739701,297,0.0148755978927256,0.0442132217818325,0.736773028406338,0.916650504823737,622,0.0842,0.025,0.000741310241300918,0.00252644639289639
"X2781.63","C-C motif chemokine 4-like","LAG-1","Q8NHW4","CCL4L1",325,0.0455524331374864,0.0118182288262301,0.000140696068395164,0.000655616240701626,297,0.018229751478768,0.0293791987307682,0.535415222922798,0.814182472592036,622,0.0417,0.011,0.000141253754462275,0.000621198770902093
"X9826.135","Bis(5'-adenosyl)-triphosphatase","Fragile histidine triad protein","P49789","FHIT",332,-0.107177699586644,0.0278178778646589,0.000140992722393723,0.000656287553046973,297,0.0100260736833103,0.0483148392474835,0.835752504549925,0.951672991128319,629,-0.078,0.0241,0.00120226443461741,0.00380216127447757
"X12880.1","Synaptic vesicle glycoprotein 2A","SV2A","Q7L0J3","SV2A",332,0.0391650525625312,0.0101711736637947,0.000142231860452051,0.000661339710058672,297,0.0104812747255609,0.0151679732534491,0.490107888011016,0.787463364933422,629,0.0303,0.0084,0.000338844156139202,0.00130471684472221
"X11104.13","Chitinase-3-like protein 1","YKL-40","P36222","CHI3L1",332,0.24685197126851,0.0641396860348813,0.000143307517552627,0.000665621633902644,297,0.280324923695826,0.0843346256699948,0.00100108147338981,0.0287616846810935,629,0.2591,0.0511,3.8904514499428e-07,4.08117846004976e-06
"X17148.7","Flavin reductase (NADPH)","BLVRB","P30043","BLVRB",332,-0.113593909385427,0.029524206853627,0.00014396747394631,0.00066796559378973,297,-0.0180380858460353,0.043172660108692,0.676392184625394,0.89456588652248,629,-0.0831,0.0244,0.000645654229034656,0.00225037183069534
"X3508.78","C-C motif chemokine 22","MDC","O00626","CCL22",317,-0.133976570376564,0.034858002375591,0.000147528367932724,0.000683749472498541,297,-0.115133637690724,0.0405135012506038,0.00480216018736597,0.0657880572028575,614,-0.126,0.0264,1.86208713666287e-06,1.56422593257558e-05
"X4271.75","Prefoldin subunit 5","PFD5","Q99471","PFDN5",332,0.0520727429202919,0.0135582356573641,0.000147839758532587,0.00068445511458413,297,0.0293179667167685,0.0185429993631705,0.114945998516865,0.393625301514418,629,0.0441,0.0109,5.49540873857625e-05,0.000278723502177081
"X13519.112","Rho guanine nucleotide exchange factor 25","ARHGP","Q86VW2","ARHGEF25",331,0.0267421027236609,0.00696570536861438,0.000148826420898644,0.000688282189553836,297,0.0144631448773038,0.0213578939500125,0.498829548569274,0.792987728965979,628,0.0256,0.0066,0.000112201845430196,0.000509588318052032
"X8840.61","Complement C1s subcomponent","C1s","P09871","C1S",312,0.0343187142491106,0.00893498531363663,0.000149472151439931,0.000690526018628511,297,-0.032525986002376,0.0163191062500958,0.0471815544493072,0.240696044767436,609,0.0189,0.0078,0.0158489319246111,0.0341172453492255
"X3361.26","C-type lectin domain family 4 member K","CLC4K","Q9UJ71","CD207",332,0.039066917066492,0.0101833286088372,0.00015034200717673,0.000693799327110639,297,0.00376798320396182,0.0186826445716011,0.840304988429371,0.952375209280819,629,0.031,0.0089,0.000524807460249773,0.00188728836666745
"X9401.57","Metalloprotease TIKI1","CB089","Q86V40","TRABD2A",332,-0.0770532761064752,0.0200908452567807,0.000150996737499248,0.000696073920669095,297,-0.057332296972841,0.0341883298029726,0.0946250604103651,0.356689206682717,629,-0.072,0.0173,3.23593656929628e-05,0.000175951494115592
"X11365.17","Teneurin-4","TEN4","Q6N022","TENM4",331,0.0291192999209288,0.00759633687094357,0.000152207106030737,0.000700902315886724,297,0.0134763194178413,0.0136708849886721,0.325065927137981,0.65979639104316,628,0.0254,0.0066,0.000128824955169313,0.000573577776587181
"X8273.84","Interleukin-31 receptor subunit alpha","IL31R","Q8NI17","IL31RA",329,0.0436887876518825,0.0114060110157323,0.000154168771779518,0.000709176350185783,297,0.0266491790307006,0.0188359330459507,0.158194717079972,0.464713166842204,626,0.0391,0.0098,6.02559586074358e-05,0.000302052305327018
"X5131.15","Tumor necrosis factor receptor superfamily member 19","TAJ","Q9NS68","TNFRSF19",296,0.0626264650355502,0.0163370947174194,0.000155569549682582,0.000714855377334172,297,0.052654031196534,0.0357092953651672,0.141422948532732,0.439812076384151,593,0.0609,0.0149,4.16869383470336e-05,0.000217856041106429
"X6961.14","Insulin growth factor-like family member 3","IGFL3","Q6UXB1","IGFL3",325,-0.0399891905275439,0.0104501782146211,0.000156745657268017,0.000719491005239852,297,0.000505882110179674,0.018316897151672,0.977985492531355,0.99440085186226,622,-0.03,0.0091,0.000933254300796991,0.00307345080224185
"X18300.39","Transcriptional activator protein Pur-beta","PURB","Q96QR8","PURB",332,-0.0753852404184323,0.0197233069327463,0.000158880352816446,0.000728231711439079,297,-0.0192454575901177,0.0553429411855356,0.728280024477698,0.915652891197021,629,-0.0691,0.0186,0.000199526231496888,0.000827543222437912
"X6932.42","Integrin alpha-5","ITA5","P08648","ITGA5",332,0.0330917994390749,0.00865832191673797,0.000158988508961008,0.000728231711439079,297,0.00800514001942058,0.0216633708452813,0.712005786127448,0.908015398440432,629,0.0296,0.008,0.000229086765276777,0.000933051304408541
"X17151.84","Interferon regulatory factor 3","IRF-3","Q14653","IRF3",332,-0.073777435692643,0.0193273006023948,0.000161911310548266,0.000740830368795843,297,0.00198667442199271,0.0507807239276667,0.968819461354881,0.990415361576921,629,-0.0642,0.0181,0.000380189396320561,0.00143690210331699
"X18255.6","NADH-cytochrome b5 reductase 1","NB5R1","Q9UHQ9","CYB5R1",332,0.0516254558843959,0.0135431790461321,0.000165300590189502,0.00075513393610954,297,0.0515142752872125,0.0188004221578122,0.00652235908106701,0.0768341454774947,629,0.0516,0.011,2.69153480392691e-06,2.13584708333758e-05
"X18874.66","CCAAT/enhancer-binding protein alpha","CEBPA","P49715","CEBPA",330,0.074133013805632,0.0194469513614653,0.000165388553316714,0.00075513393610954,297,0.0485555717638379,0.016694299932291,0.00391131724878081,0.0593924126065129,627,0.0594,0.0127,2.75422870333817e-06,2.17756206857674e-05
"X12885.42","Nuclear receptor subfamily 1 group D member 2","NR1D2","Q14995","NR1D2",330,0.0291388082632545,0.00764454212908866,0.000165612368055139,0.000755353971373439,297,-0.00912733488536075,0.0154150888741809,0.554240741465809,0.827625019751559,627,0.0216,0.0068,0.00162181009735893,0.00492613363611635
"X8933.84","Myocyte-specific enhancer factor 2C","MEF2C","Q06413","MEF2C",331,0.0356547322746787,0.00936135093349113,0.000167451115547089,0.000762931406745794,297,0.0243022489301535,0.00960321206688454,0.0119126765184218,0.109013663203685,628,0.0301,0.0067,6.91830970918936e-06,4.76090400947575e-05
"X9215.117","Ubiquitin carboxyl-terminal hydrolase 25","UBP25","Q9UHP3","USP25",332,-0.0575644545244984,0.0151162061981615,0.000167740350559997,0.000763440473818568,297,-0.010013888159059,0.0130618016235241,0.443908494934082,0.75613878681643,629,-0.0303,0.0099,0.00213796208950223,0.00624261707192743
"X9963.19","Protocadherin beta-10","PCDBA","Q9UN67","PCDHB10",329,-0.0293128351781404,0.0076971900273633,0.000167938360310581,0.000763533707923688,297,-0.00343568051658969,0.0242522049436911,0.887442909233962,0.969000241841907,626,-0.0269,0.0073,0.000239883291901949,0.000966952238491361
"X6504.65","Lysyl oxidase homolog 2","Lysyl oxidase-like protein 2","Q9Y4K0","LOXL2",328,0.04278206908492,0.0112434199122715,0.000170106469624089,0.000772574367321232,297,0.0169245475996239,0.0182006250604752,0.353199676033984,0.687323566093461,625,0.0356,0.0096,0.000194984459975805,0.000816580489148915
"X7887.57","Cytochrome c oxidase subunit 5B, mitochondrial","COX5B","P10606","COX5B",327,0.0370000036881399,0.0097277168717663,0.000171197861438125,0.000775064688813992,297,0.0101556963836448,0.0271503544061268,0.708636600692219,0.906607478840542,624,0.0339,0.0092,0.000208929613085404,0.000859088208298587
"X7755.37","Integrin beta-5","ITB5","P18084","ITGB5",332,0.0410215046830867,0.010787530570131,0.00017131140793794,0.000775064688813992,297,0.0544283908831219,0.0256870392363986,0.0349455218782497,0.200134074032426,629,0.043,0.0099,1.51356124843621e-05,9.23379706315479e-05
"X15698.6","Alpha-taxilin","TXLNA","P40222","TXLNA",329,-0.0601962361684584,0.0158285452357089,0.000171368852497786,0.000775064688813992,297,-0.0447100752219266,0.0377729520516367,0.237516376423296,0.564911854022091,626,-0.0579,0.0146,7.41310241300918e-05,0.000359861777408041
"X12813.18","EH domain-binding protein 1","EHBP1","Q8NDI1","EHBP1",332,-0.0438351855839731,0.0115277455626839,0.000171375614755198,0.000775064688813992,297,-0.0462341588091892,0.0163769991172753,0.00508397240817221,0.067729652588972,629,-0.0446,0.0094,2.18776162394955e-06,1.78889025562871e-05
