"SomaSeqid","TargetFullName","Target","UniProt","EntrezGeneSymbol","n_dis","beta_dis","se_dis","p_dis","padj_dis","n_rep","beta_rep","se_rep","p_rep","padj_rep","n_meta","beta_meta","se_meta","p_meta","padj_meta"
"X18876.77","Carbohydrate sulfotransferase 4","CHST4","Q8NCG5","CHST4",332,0.0805925903850671,0.0128468878370882,1.1422638061387e-09,2.85632362221078e-08,297,0.0452342351870482,0.00998159535487475,8.55018604108826e-06,8.10007712835256e-05,629,0.0585,0.0079,1.09647819614318e-13,2.17325010212527e-12
"X5315.22","Troponin T, cardiac muscle","Troponin T","P45379","TNNT2",331,0.237524088329392,0.0378721085731041,1.15651915304319e-09,2.86406812678594e-08,297,0.162895585450231,0.0438688818605461,0.000245214236565346,0.00142330152694677,628,0.2057,0.0287,7.24435960074989e-13,1.21237317676363e-11
"X9956.7","Disintegrin and metalloproteinase domain-containing protein 15","ADA15","Q13444","ADAM15",332,0.0637473635877335,0.01016570974799,1.15867903757441e-09,2.86406812678594e-08,297,-0.04336431921855,0.0236968658108828,0.0682787776116559,0.143532269065363,629,0.0471,0.0093,4.57088189614875e-07,2.33761748339308e-06
"X3174.2","A disintegrin and metalloproteinase with thrombospondin motifs 1","ATS1","Q9UHI8","ADAMTS1",331,0.0891512691175032,0.0142489292023441,1.26033885115843e-09,3.07360490231029e-08,297,0.0826953923879332,0.0139724381966452,9.12614707762487e-09,2.24294620462083e-07,628,0.0859,0.01,7.58577575029182e-18,3.39858557312553e-16
"X4718.5","Peptidyl-prolyl cis-trans isomerase B","PPIB","P23284","PPIB",332,0.0660753927235964,0.0105617649327464,1.26045949706383e-09,3.07360490231029e-08,297,0.0619868774492368,0.0140245629126048,1.39549755360982e-05,0.000126093171808316,629,0.0646,0.0084,1.90546071796324e-14,4.33618335870895e-13
"X3898.5","26S proteasome non-ATPase regulatory subunit 7","PSD7","P51665","PSMD7",332,0.0647840162489112,0.0103563623993556,1.26488739295262e-09,3.07360490231029e-08,297,0.0314797830691606,0.00855739311300078,0.00027924428149233,0.00159287752612535,629,0.045,0.0066,9.12010839355912e-12,1.21066624076228e-10
"X7778.104","Caspase recruitment domain-containing protein 19","BINCA","Q96LW7","CARD19",332,0.0480284086175098,0.00770185011542306,1.41389470893204e-09,3.41638266467231e-08,297,0.0568570109244829,0.0106415847568858,1.84848034588139e-07,3.08151704171932e-06,629,0.0511,0.0062,2.75422870333816e-16,9.25463879145112e-15
"X3037.62","Interleukin-1 beta","IL-1b","P01584","IL1B",331,0.0653939078689237,0.0104934821883755,1.45209368267714e-09,3.48908096603038e-08,297,0.0695946710859646,0.0167777145381241,4.40539010075139e-05,0.000333584204636122,628,0.0666,0.0089,7.24435960074989e-14,1.4979803193666e-12
"X2649.77","Intercellular adhesion molecule 3","sICAM-3","P32942","ICAM3",332,0.115372912596174,0.0185255465934082,1.48135081324108e-09,3.53960547097216e-08,297,0.138925006138765,0.0219247050972489,8.9191830621569e-10,3.42512556699436e-08,629,0.1252,0.0142,9.12010839355912e-19,4.72597424104792e-17
"X19516.10","High mobility group protein HMGI-C","HMGA2","P52926","HMGA2",329,0.0755178933454434,0.0121549261931822,1.62772611916069e-09,3.86787294945311e-08,297,0.0638509945633309,0.0155531782106389,5.24958467697823e-05,0.000387280680886507,626,0.0711,0.0096,1.14815362149688e-13,2.26523336057711e-12
"X4987.17","Immunoglobulin alpha Fc receptor","FCAR","P24071","FCAR",331,0.0669766989974274,0.0108027773800968,1.74075604089037e-09,4.11373172080741e-08,297,0.0769874506494064,0.0133446817821673,2.03611056268224e-08,4.42288461115975e-07,628,0.0709,0.0084,2.95120922666638e-17,1.20887151275163e-15
"X4163.5","Histone H2A.z","Histone H2A.z","P0C0S5","H2AZ1",332,0.181245432336358,0.0292573853959562,1.7859299099602e-09,4.19742324739826e-08,297,0.161616333222182,0.0210069514739317,2.23344506294469e-13,4.17654226770657e-11,629,0.1683,0.0171,6.02559586074359e-23,7.00434805325897e-21
"X3477.63","High affinity nerve growth factor receptor","TrkA","P04629","NTRK1",331,0.057659664630272,0.00931125209553002,1.81616140539516e-09,4.24527728511119e-08,297,0.0833855428846893,0.0162876561917728,5.57719822438254e-07,7.89063472469385e-06,628,0.064,0.0081,2.45470891568503e-15,7.03846869757422e-14
"X2949.6","Group 10 secretory phospholipase A2","GX","O15496","PLA2G10",332,0.111535970639295,0.0180438586868134,1.92766202209271e-09,4.4815537064977e-08,297,0.109136309275244,0.015084129934765,4.14245989189018e-12,3.23940363545812e-10,629,0.1101,0.0116,1.81970085860999e-21,1.42300607143301e-19
"X7262.191","Carbohydrate sulfotransferase 14","CHSTE","Q8NCH0","CHST14",332,0.0683548349744867,0.011067223287079,1.98355019954987e-09,4.58669323024946e-08,297,0.0278901719826314,0.00709550931228176,0.000105910067657084,0.000701878583964743,629,0.0397,0.006,3.09029543251359e-11,3.71267057408965e-10
"X17742.2","Ras-related protein R-Ras","RRAS","P10301","RRAS",331,-0.0685998549262051,0.0111104168735479,2.01208777617739e-09,4.59853354602054e-08,297,-0.0435043989783934,0.0216101670493435,0.045020027139062,0.103104971632112,628,-0.0634,0.0099,1.44543977074593e-10,1.56990819544905e-09
"X8418.30","Catenin beta-1","b-Catenin","P35222","CTNNB1",330,-0.0633064218865846,0.0102527043746405,2.01591464038487e-09,4.59853354602054e-08,297,0.0791574915459564,0.0161704759784449,1.63018042869571e-06,1.95303788964352e-05,627,-0.0225,0.0087,0.00954992586021436,0.0180466744836476
"X11667.29","Tensin-2","TENC1","Q63HR2","TNS2",331,0.0729784882159916,0.0118210332792418,2.02074596651449e-09,4.59853354602054e-08,297,0.0633995237587278,0.0154100800488828,5.06340916434842e-05,0.000376126473503671,628,0.0694,0.0094,1.34896288259166e-13,2.61346367478681e-12
"X12521.3","Cyclin-dependent kinase 4 inhibitor C","CDN2C","P42773","CDKN2C",327,-0.0536612273847748,0.00869439739441989,2.0667330108196e-09,4.65928193180404e-08,297,-0.0274482733376212,0.0108067951185556,0.0116082934960398,0.0358930771577766,624,-0.0434,0.0068,1.54881661891248e-10,1.65707967112999e-09
"X4136.40","Interleukin-17D","IL-17D","Q8TAD2","IL17D",331,0.0839341658059798,0.0136048512338077,2.06910683323546e-09,4.65928193180404e-08,297,0.0489180662525591,0.0246551967195318,0.0481853788232744,0.108847328949004,628,0.0758,0.0119,1.99526231496888e-10,2.08798618410734e-09
"X5757.45","Neuroendocrine secretory protein 55","GNAS3","O95467","GNAS",331,0.0548921749282099,0.00890123981486405,2.10006020215549e-09,4.70435360909936e-08,297,0.0599663330119995,0.00955455176386065,1.25594823019328e-09,4.46432507277793e-08,628,0.0572,0.0065,1.47910838816821e-18,7.3122358362201e-17
"X8359.149","Serine/threonine-protein kinase 17B","DRAK2","O94768","STK17B",331,0.0591503873981694,0.00960037030480798,2.16680125254451e-09,4.82871097782069e-08,297,0.0463091275078972,0.0146500578416334,0.00173800638659452,0.00743797559078908,628,0.0553,0.008,5.75439937337157e-12,8.03560769638672e-11
"X9400.40","Galectin-7","Galectin-7","P47929","LGALS7",332,0.0653122759949048,0.0106037233410821,2.18308042724409e-09,4.83991181318393e-08,297,0.0210802354254954,0.0119394916697266,0.0785134870835555,0.159286088653949,629,0.0458,0.0079,7.58577575029185e-09,5.76438542438255e-08
"X7142.5","Carboxypeptidase N catalytic chain","CBPN","P15169","CPN1",332,0.045071505826242,0.00731933351118358,2.20166711850778e-09,4.85608732138562e-08,297,0.0515529196652019,0.00893581400809297,2.03504115313721e-08,4.42288461115975e-07,629,0.0477,0.0057,3.8018939632056e-17,1.51406906812475e-15
"X18409.61","ADP-ribosylation factor 5","ARF5","P84085","ARF5",327,-0.0687452334807029,0.0111773260349656,2.33323419098059e-09,5.12002053847322e-08,297,-0.0923021642834585,0.0291623819678161,0.00171456610078122,0.00735229192368896,624,-0.0718,0.0104,6.16595001861481e-12,8.58244369904929e-11
"X3305.6","Delta-like protein 4","DLL4","Q9NR61","DLL4",331,0.0758594671107859,0.0123445657303674,2.37262926668078e-09,5.18003983552997e-08,297,0.0297008692864311,0.0141495677344115,0.0366725494081038,0.0878711058519523,628,0.0559,0.0093,1.86208713666287e-09,1.57654267220216e-08
"X9115.78","ADAM DEC1","ADEC1","O15204","ADAMDEC1",332,0.110917553512112,0.0180696458738933,2.45802006146002e-09,5.32830208528894e-08,297,0.13523739963963,0.0163462391882333,4.73292895916816e-15,3.39272124223038e-12,629,0.1243,0.0121,1.14815362149688e-24,2.35152796478956e-22
"X17828.3","Protein S100-A14","S100A14","Q9HCY8","S100A14",330,0.0673515247306956,0.0109712190653356,2.46531531032899e-09,5.32830208528894e-08,297,0.0556569882629651,0.0102594352215727,1.22101451668599e-07,2.1700758001101e-06,627,0.0611,0.0075,3.46736850452531e-16,1.1297842377245e-14
"X18297.8","Ras-related protein M-Ras","RASM","O14807","MRAS",332,0.0729332615215857,0.0118918843289877,2.53257647521681e-09,5.44630570995375e-08,297,0.0801028598024311,0.0134733986662846,7.88957499184509e-09,2.04416036385095e-07,629,0.0761,0.0089,1.44543977074593e-17,6.15528361780023e-16
"X9783.75","DnaJ homolog subfamily C member 11","DJC11","Q9NVH1","DNAJC11",332,0.0720265764183549,0.011782356076386,2.83297382600857e-09,6.06200021177257e-08,297,0.0709546243617016,0.0100118808741358,1.03811357685855e-11,7.20149434527197e-10,629,0.0714,0.0076,8.12830516164099e-21,5.46247507815905e-19
"X2622.18","Heme oxygenase 2","HO-2","P30519","HMOX2",332,0.0879928102034204,0.0144045321027849,2.9037860232082e-09,6.18234222763373e-08,297,0.0963976500537898,0.0127258332570095,4.80549151266514e-13,6.88947299865759e-11,629,0.0927,0.0095,2.45470891568503e-22,2.57504952350276e-20
"X8393.121","Cathepsin F","CATF","Q9UBX1","CTSF",332,0.0742445482607196,0.0121556516597926,2.91796203722308e-09,6.18234222763373e-08,297,-0.0778004751136632,0.014603110155154,1.99546411456709e-07,3.30095813721271e-06,629,0.012,0.0093,0.199526231496888,0.261475417936659
"X7128.9","von Willebrand factor A domain-containing protein 2","VWA2","Q5GFL6","VWA2",313,-0.0490743316019633,0.00802624146787965,2.99497472311888e-09,6.31440504124231e-08,297,-0.0674395330181529,0.0144807591971917,4.88106901299323e-06,5.13287966378579e-05,610,-0.0534,0.007,2.81838293126445e-14,6.28075906081264e-13
"X10344.334","Interleukin-10 receptor subunit alpha","IL-10 Ra","Q13651","IL10RA",329,-0.0644130579397206,0.0105586499262119,3.06854033411412e-09,6.43794730586577e-08,297,-0.0310779605817147,0.0108254686538092,0.00439457364168165,0.0160314344638446,626,-0.0482,0.0076,1.86208713666287e-10,1.95337482311878e-09
"X18883.4","Destrin","DEST","P60981","DSTN",331,-0.0943171796369155,0.0154668280600814,3.09211743390772e-09,6.45592091419277e-08,297,-0.0340940160409368,0.0136465274097137,0.013028414830392,0.0391307347664218,628,-0.0605,0.0102,3.46736850452531e-09,2.77712326591496e-08
"X5353.89","Interleukin-1 receptor antagonist protein","IL-1Ra","P18510","IL1RN",332,0.180827369079939,0.0296777334592358,3.17019416101881e-09,6.58453481298601e-08,297,0.150529364587138,0.0320057397695959,3.96167724973767e-06,4.24917053643933e-05,629,0.1668,0.0218,1.77827941003892e-14,4.17944248228274e-13
"X8008.28","Activator of apoptosis harakiri","HRK","O00198","HRK",331,0.0602388185770665,0.00988691430178069,3.18433676145336e-09,6.58453481298601e-08,297,0.0573707359556969,0.0093979463763928,3.28630827288469e-09,9.3605376699848e-08,628,0.0587,0.0068,6.60693448007596e-18,3.02302395731986e-16
"X19636.23","HLA class I histocompatibility antigen, alpha chain G","HLA-G","P17693","HLA-G",330,0.0935360213612033,0.0153570622411023,3.23068477843094e-09,6.64840920192893e-08,297,0.0679871213205228,0.0130363238856546,3.49097175618314e-07,5.28685546596609e-06,627,0.0787,0.0099,2.39883291901949e-15,6.92441636557238e-14
"X2631.50","Interleukin-10 receptor subunit beta","IL-10 Rb","Q08334","IL10RB",332,0.0620910748851509,0.0102021581476744,3.29613948956896e-09,6.75080759268386e-08,297,0.089407488143878,0.013037870290426,4.20198580639743e-11,2.40969879377538e-09,629,0.0725,0.008,1.90546071796325e-19,1.01177611703209e-17
"X7895.108","Melanocortin-2 receptor accessory protein","MRAP","Q8TCY5","MRAP",332,0.0646812286482058,0.0106348212670747,3.3716656311759e-09,6.87276487188983e-08,297,0.0693387954049105,0.0101367243061148,4.65934311205342e-11,2.63682035854497e-09,629,0.0671,0.0073,5.75439937337159e-20,3.344550230388e-18
"X18925.24","Proteasome subunit alpha type-5","Proteasome subunit alpha type 5","P28066","PSMA5",320,-0.163694530953065,0.0268917998570418,3.40231496738761e-09,6.90252673336515e-08,297,-0.0913591194031415,0.0216102885113982,3.1660847141323e-05,0.00025405467081125,617,-0.1197,0.0168,1.17489755493953e-12,1.86466213424167e-11
"X15319.226","Cyclin-A1","CCNA1","P78396","CCNA1",332,0.0751849287732771,0.0123691503729068,3.44022914896332e-09,6.94667867121655e-08,297,0.0489667088973625,0.0109825806349048,1.17927448474222e-05,0.00010837734100163,629,0.0605,0.0082,1.69824365246175e-13,3.24628708855021e-12
"X13230.174","Ig gamma-2, Kappa","IgG2, Kappa","P01859","IGHG2",322,-0.0512572199189557,0.00842612620419503,3.45705664981451e-09,6.94803768731412e-08,297,-0.0444793749074145,0.0129430090525114,0.000675035489077642,0.00334484750981905,619,-0.0492,0.0071,3.09029543251359e-12,4.55183584083595e-11
"X5756.66","Pappalysin-2","PAPP2","Q9BXP8","PAPPA2",332,0.0538294243584823,0.00885890806029022,3.48120953634864e-09,6.96403823992349e-08,297,0.0684374276572333,0.00969319782408481,1.22331230742183e-11,8.09456343726352e-10,629,0.0605,0.0065,2.29086765276777e-20,1.42797417022524e-18
"X10049.112","Telomeric repeat-binding factor 1","TERF1","P54274","TERF1",331,0.0436148611967579,0.00718374981986878,3.5902988543032e-09,7.1490163760917e-08,297,0.0277713971412915,0.00742144508178123,0.000219883605738421,0.0013008519783782,628,0.036,0.0052,3.31131121482591e-12,4.82777950337838e-11
"X2752.62","Growth/differentiation factor 5","BMP-14","P43026","GDF5",332,0.0656241407837298,0.0108170372372772,3.67228324347752e-09,7.27856692635798e-08,297,0.067833655678875,0.0155133358558865,1.7114382096028e-05,0.000150838027448804,629,0.0663,0.0089,7.58577575029185e-14,1.56107279913901e-12
"X3891.56","Methyl-CpG-binding domain protein 4","MBD4","O95243","MBD4",332,0.0826545929909549,0.0136290678905145,3.71677426062789e-09,7.33295692429383e-08,297,0.0852734406451624,0.0178445335351715,2.80340407653336e-06,3.13995857634635e-05,629,0.0836,0.0108,1.17489755493953e-14,2.92094473051729e-13
"X12803.9","Zinc finger protein 329","ZN329","Q86UD4","ZNF329",331,0.0850615619950929,0.0140375139859437,3.83323483174742e-09,7.52819315586559e-08,297,0.10784708780896,0.0122522958372272,1.21976430528241e-16,5.24620627701965e-13,628,0.098,0.0092,2.51188643150957e-26,1.20040261576919e-23
"X7245.2","CUGBP Elav-like family member 2","CELF2","O95319","CELF2",332,0.186937716850535,0.0308698770442665,3.9062527177808e-09,7.63672406326146e-08,297,0.230656216262256,0.030374700345781,4.2593628892506e-13,6.67380140610627e-11,629,0.2092,0.0217,4.46683592150962e-22,4.26930251075841e-20
"X3864.5","40S ribosomal protein S7","RS7","P62081","RPS7",332,0.117968394343156,0.0194979593165454,4.02500000950232e-09,7.83326924926221e-08,297,0.0268648339834846,0.0164126945322429,0.102746402661072,0.19640545682012,629,0.0646,0.0126,2.63026799189538e-07,1.42120384838468e-06
"X11219.95","Fibroblast growth factor-binding protein 3","FGFP3","Q8TAT2","FGFBP3",326,0.14334282830701,0.0237380960954636,4.37594581911619e-09,8.47790223784628e-08,297,0.00381146030924577,0.0163273941778708,0.815584194828905,0.883179370337492,623,0.0486,0.0135,0.000301995172040202,0.000829956060667672
"X5729.27","Sclerostin","SOST","Q9BQB4","SOST",331,0.0616102074233511,0.010213649741948,4.46594355772324e-09,8.61346333711554e-08,297,0.0266878394799573,0.0134123204523103,0.0475486204794748,0.107748480865238,628,0.0488,0.0081,1.90546071796324e-09,1.60693853881567e-08
"X6538.90","Uncharacterized protein KIAA2013","K2013","Q8IYS2","KIAA2013",332,0.0945708020362329,0.0156856822390736,4.52836831472334e-09,8.68097394847633e-08,297,0.0785913949195232,0.0135144280634635,1.59082487097992e-08,3.56361342191908e-07,629,0.0854,0.0102,7.41310241300919e-17,2.77250030246544e-15
"X13381.49","Beta-1,4-galactosyltransferase 1","B4GT1","P15291","B4GALT1",332,0.124136063141792,0.0205911838940223,4.54131396979115e-09,8.68097394847633e-08,297,0.0449468434493013,0.013614318198918,0.00108181683949632,0.00496044160626191,629,0.069,0.0114,1.20226443461741e-09,1.05745180639867e-08
"X2732.58","Homeobox protein NANOG","NANOG","Q9H9S0","NANOG",331,0.0896114293969948,0.0148866170193385,4.78819775799172e-09,9.1124064412046e-08,297,0.0758466625903396,0.0121965026341943,1.73713895496412e-09,5.66017776159142e-08,628,0.0814,0.0094,6.45654229034654e-18,2.98597724632048e-16
"X11327.56","Dual specificity protein kinase CLK2","CLK2","P49760","CLK2",331,-0.0766113518850259,0.0127290468245801,4.81409469101523e-09,9.11968176640401e-08,297,-0.0190917168359789,0.0170523439924515,0.263809684282053,0.393427687967098,628,-0.056,0.0102,3.98107170553497e-08,2.63830345231216e-07
"X11144.10","Beta-defensin 116","DB116","Q30KQ4","DEFB116",329,0.0771906581349744,0.0128260947224618,4.85260618098694e-09,9.11968176640401e-08,297,0.0446907762490414,0.0220360355105007,0.0434631642969965,0.100287054528638,626,0.069,0.0111,4.89778819368446e-10,4.65019581038341e-09
"X8372.29","Cadherin-related family member 1","CDHR1","Q96JP9","CDHR1",332,0.0602519023222783,0.0100143619620827,4.85563153802957e-09,9.11968176640401e-08,297,0.0347127851883594,0.0149191110822368,0.0206658988802906,0.0567190790634462,629,0.0523,0.0083,3.16227766016838e-10,3.1338608793512e-09
"X3730.81","Tumor necrosis factor receptor superfamily member 4","TNR4","P43489","TNFRSF4",330,0.0580721388210709,0.00965455407011586,4.92629467973865e-09,9.21217105111128e-08,297,0.0149442917019859,0.00963137210408432,0.121838486465866,0.223847642157065,627,0.0365,0.0068,8.91250938133746e-08,5.35372944820285e-07
"X5688.65","Cerebellin-4","CBLN4","Q9NTU7","CBLN4",331,-0.127143280496113,0.0211560979025148,5.05634452786406e-09,9.40396230298486e-08,297,-0.0434460542291156,0.0207277041200129,0.0369424243924649,0.08832079205265,628,-0.0844,0.0148,1.17489755493953e-08,8.52147450892904e-08
"X9751.72","Nuclease-sensitive element-binding protein 1","NSEP1","P67809","YBX1",332,0.13665163485793,0.0227424219030313,5.07258603648567e-09,9.40396230298486e-08,297,0.0657276493102584,0.0297662886843417,0.0280153338793297,0.0716373073810922,629,0.1105,0.0181,9.54992586021437e-10,8.62904015226513e-09
"X15559.5","Anthrax toxin receptor 2","ANTR2","P58335","ANTXR2",332,-0.15653679435982,0.0260860325633654,5.29884851976467e-09,9.78126501438105e-08,297,-0.0504090945690257,0.0261347258189346,0.0547260548524929,0.120767964043392,629,-0.1036,0.0185,2.04173794466953e-08,1.43021415309831e-07
"X13066.42","Enhancer of mRNA-decapping protein 4","EDC4","Q6P2E9","EDC4",332,0.0829594230612559,0.0138308691857622,5.37729522624527e-09,9.88365246499184e-08,297,0.0700573689547511,0.011009262815318,7.64369754721037e-10,3.07248066827587e-08,629,0.0751,0.0086,2.95120922666638e-18,1.41035009821023e-16
"X5359.65","Serine/threonine-protein kinase pim-1","PIM1","P11309","PIM1",330,0.0738872395451501,0.0123396472347219,5.7268071717603e-09,1.04812755939324e-07,297,0.0648691106015595,0.0170387359901938,0.000171435352062467,0.00105184514867428,627,0.0708,0.01,1.41253754462276e-12,2.20120434037046e-11
"X19638.9","Dynorphin A (1-17)","Dynorphin A (1-17)","P01213","PDYN",332,-0.078809674067445,0.013167880849776,5.78271343963258e-09,1.05387502134999e-07,297,-0.067642243980234,0.0194712151051079,0.000590834907741936,0.00299341048074331,629,-0.0753,0.0109,5.01187233627271e-12,7.06756161256031e-11
"X5112.73","OX-2 membrane glycoprotein","OX2G","P41217","CD200",330,0.0644239629359337,0.0107741962775968,5.99617015326925e-09,1.08816573119034e-07,297,0.0558705765379656,0.0107609506513699,3.91410102832582e-07,5.82510329509666e-06,627,0.0601,0.0076,2.81838293126445e-15,7.97491117590026e-14
"X13507.51","Tumor necrosis factor receptor type 1-associated DEATH domain protein","TRADD","Q15628","TRADD",328,-0.0730652031089892,0.012221138141365,6.06021212491352e-09,1.0951669054308e-07,297,-0.0221390660021045,0.0171964398453928,0.198970402223183,0.320392692965763,625,-0.056,0.01,1.90546071796325e-08,1.34130712732568e-07
"X16753.46","Collagen alpha-2(VI) chain","CO6A2","P12110","COL6A2",331,0.0612025506445141,0.0102456327471172,6.17830145518337e-09,1.11183575559597e-07,297,0.0153245848998089,0.0115448945410495,0.185419923698948,0.304037778051535,628,0.041,0.0077,8.91250938133746e-08,5.35372944820285e-07
"X4246.40","Neural cell adhesion molecule L1","NCAM-L1","P32004","L1CAM",327,-0.166863865120876,0.0279329145888168,6.242806507415e-09,1.11876294951633e-07,297,-0.0950312406697727,0.0234036253520071,6.29966488234745e-05,0.000453091281922682,624,-0.1247,0.0179,3.71535229097173e-12,5.34439137239779e-11
"X8011.96","Iron/zinc purple acid phosphatase-like protein","PAPL","Q6ZNF0","ACP7",322,-0.0461532476700409,0.0077274010278209,6.37316819354063e-09,1.13681602686762e-07,297,-0.0446096509094001,0.0177720415858751,0.0126123087047541,0.03824113803234,619,-0.0459,0.0071,9.33254300796992e-11,1.03987739578442e-09
"X18927.14","Retinoic acid early transcript 1G protein","RET1G","Q6H3X3","RAET1G",329,-0.0533750333811307,0.00894312985036772,6.39640731229864e-09,1.13681602686762e-07,297,-0.0297723839206782,0.0146416200728134,0.0429185443986625,0.0991967685940092,626,-0.047,0.0076,7.58577575029185e-10,7.01643473161403e-09
"X17511.10","Ribonuclease P protein subunit p30","RPP30","P78346","RPP30",327,-0.0500366139964108,0.00838378542020002,6.43396216199147e-09,1.13878482546195e-07,297,-0.0119025698759032,0.020348847001927,0.559050720772329,0.681665170678714,624,-0.0445,0.0078,9.33254300796992e-09,6.92056335815149e-08
"X15580.2","Ephrin type-A receptor 7","EPHA7","Q15375","EPHA7",330,0.0621701783480802,0.0104323447391863,6.69870979303006e-09,1.18078486966485e-07,297,0.0142951008202263,0.0134898783036335,0.290164026757072,0.42147770316858,627,0.0443,0.0083,8.128305161641e-08,4.92392119721379e-07
"X11270.17","Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial","CHC10","Q8WYQ3","CHCHD10",331,0.115133163466358,0.0193350695954149,6.85628816631409e-09,1.20362838380885e-07,297,0.0511585589094787,0.0304244756555083,0.0937399288180651,0.182680305322382,628,0.0967,0.0163,3.09029543251359e-09,2.50780389721528e-08
"X6447.73","Pentraxin-related protein PTX3","PTX3","P26022","PTX3",331,0.0634856852315022,0.0106714208589364,7.06682212340166e-09,1.23554479482726e-07,297,0.0752737037858453,0.00999059465674869,6.2330872892049e-13,7.65957383739151e-11,628,0.0698,0.0073,1.12201845430197e-21,9.28038725375529e-20
"X14229.5","Adenylyltransferase and sulfurtransferase MOCS3","MOCS3","O95396","MOCS3",330,-0.0526420823841584,0.00885140738347494,7.15800591452156e-09,1.24642038211973e-07,297,-0.0309974614806572,0.0141844989750087,0.0296636999025508,0.0750491607534535,627,-0.0466,0.0075,5.62341325190349e-10,5.30401324483266e-09
"X2212.69","Tissue-type plasminogen activator","tPA","P00750","PLAT",332,0.173714767244001,0.0292273872084926,7.266254220314e-09,1.26016771780526e-07,297,0.0184996559131967,0.0278520995577952,0.507081559042692,0.637520545291616,629,0.0924,0.0202,4.67735141287198e-06,1.93435465641946e-05
"X7143.9","N-acetyllactosaminide beta-1,6-N-acetylglucosaminyl-transferase, isoform C","GNT2C","Q8NFS9","None",332,0.0805550059157381,0.0135608693794021,7.39955688394171e-09,1.27813229549531e-07,297,0.0841279051536811,0.0112248641604581,8.03504610432713e-13,8.85281456216767e-11,629,0.0827,0.0086,1.17489755493953e-21,9.53440449772626e-20
"X8906.60","Leucine-rich repeat and transmembrane domain-containing protein 2","LRTM2","Q8N967","LRTM2",331,-0.0367534925993288,0.0061885749560063,7.47450566628996e-09,1.28591395482852e-07,297,-0.0207957360853003,0.0118825190272653,0.0811529842805687,0.163637592775774,628,-0.0333,0.0055,1.23026877081238e-09,1.07987469046205e-08
"X7624.19","Ankyrin-2","ANK2","Q01484","ANK2",331,0.0538950122862651,0.00908095675147602,7.63957345813181e-09,1.30907591408067e-07,297,0.0450676464890092,0.0209080876718669,0.0319415748754279,0.0795027277426015,628,0.0525,0.0083,2.95120922666639e-10,2.94504660879168e-09
"X11586.2","Leucine-rich repeat neuronal protein 1","LRRN1","Q6UXK5","LRRN1",331,0.0508168670336478,0.00857095443165717,7.8947082871905e-09,1.34742620409549e-07,297,-0.0201958675432436,0.0226107516095996,0.372489460460424,0.50908076563085,628,0.0419,0.008,1.73780082874938e-07,9.80876819481767e-07
"X2605.49","Tumor necrosis factor receptor superfamily member 8","CD30","P28908","TNFRSF8",332,0.115127446601827,0.0194384166704303,8.14908634865026e-09,1.38534467927054e-07,297,0.157002013617212,0.0204041161463433,2.21674084107193e-13,4.17654226770657e-11,629,0.1351,0.0141,8.31763771102674e-22,7.30084893778082e-20
"X8850.5","Putative inactive group IIC secretory phospholipase A2","PA2GC","Q5R387","PLA2G2C",331,0.0862108365601378,0.0145603131540269,8.2494185837057e-09,1.39687989482355e-07,297,0.0958361249690733,0.0126759055132587,5.27376666251146e-13,7.08827200483181e-11,628,0.0917,0.0096,8.70963589956083e-22,7.49202880080223e-20
"X11464.9","Transcription factor RelB","RELB","Q01201","RELB",328,-0.0427346377855674,0.00722483494792969,8.5955741720743e-09,1.44978684368987e-07,297,-0.00416601599274179,0.0106995706710689,0.697292485636461,0.790056633488519,625,-0.0307,0.006,3.09029543251359e-07,1.63485370913173e-06
"X18304.19","BRCA2 and CDKN1A-interacting protein","BCCIP","Q9P287","BCCIP",331,0.0628723727908408,0.0106446577962703,8.92978246289902e-09,1.50027321769253e-07,297,0.0636136843824817,0.0128882831136207,1.34637129114605e-06,1.65923865994818e-05,628,0.0632,0.0082,1.38038426460289e-14,3.35425577517346e-13
"X10781.19","C-type lectin domain family 4 member G","CLC4G","Q6UXB4","CLEC4G",331,0.0750356802218086,0.0127087985799072,9.03991107099082e-09,1.5077667966495e-07,297,0.011946264212061,0.0135363358599045,0.378217035283592,0.516252449620669,628,0.0455,0.0093,9.1201083935591e-07,4.44230874300087e-06
"X6214.84","Interferon alpha-8","IFNA8","P32881","IFNA8",329,-0.071108711579264,0.0120418635407257,9.04545927319721e-09,1.5077667966495e-07,297,-0.0683855597312825,0.0204434188463352,0.000930387348002046,0.00436971201293949,626,-0.0704,0.0104,1.14815362149688e-11,1.48294556338081e-10
"X5013.2","Chloride intracellular channel protein 1","NCC27","O00299","CLIC1",332,-0.0988814976488237,0.0167512504949926,9.07955359991213e-09,1.5077667966495e-07,297,-0.0470555207312129,0.0371238182368506,0.2059794883849,0.328389391959517,629,-0.0901,0.0153,3.63078054770102e-09,2.89721468194102e-08
"X5264.65","Calreticulin","calreticulin","P27797","CALR",332,0.0585171238777894,0.00994852046855577,1.01796979323656e-08,1.6839569541194e-07,297,0.0074363747513412,0.0183932776628314,0.68629020390076,0.781502294672271,629,0.047,0.0088,8.128305161641e-08,4.92392119721379e-07
